text,label,label_name,source
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing the damage of it ' s leaves,1,nutrient_def,blip_caption
a crop leaf with insect damage and feeding holes showing the size of the leaf,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing brown spots on the leaves,3,disease_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves on a purple surface,2,pest_risk,blip_caption
a plant leaf with yellowing chlorosis showing on the surface,1,nutrient_def,blip_caption
an infected crop leaf with blight and lesions and white spots on the leaves,3,disease_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green leaves,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the size of the leaves,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing yellow and brown spots,0,water_stress,blip_caption
a wilting crop plant with drooping leaves showing yellow and brown spots,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots on it,3,disease_risk,blip_caption
a plant leaf with yellowing chlorosis showing the growth of it ' s leaves,1,nutrient_def,blip_caption
a crop plant with heat damage wilted tips and red leaves,4,heat_stress,blip_caption
a wilting crop plant with drooping leaves showing brown spots on the leaf,0,water_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the brown spots on the leaf,2,pest_risk,blip_caption
a drought stressed plant with dry curling leaves and yellow blotch on it,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing the growth of the leaves,1,nutrient_def,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness on it,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green spots,4,heat_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green leaves,4,heat_stress,blip_caption
a plant leaf with yellowing chlorosis showing brown spots on the leaves,1,nutrient_def,blip_caption
a diseased plant leaf with fungal spots showing signs of growth,3,disease_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and black spots,4,heat_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and bloating,1,nutrient_def,blip_caption
a crop plant with heat damage wilted tips and green leaves,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a crop leaf with insect damage and feeding holes showing on the surface of the ground,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing yellow and brown spots,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and green pigment on it,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and yellow spots,4,heat_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and black spots,4,heat_stress,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing green leaves,1,nutrient_def,blip_caption
an infected crop leaf with blight and lesions and brown spots on it,3,disease_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing rust and blotch,4,heat_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and bloating,1,nutrient_def,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching,1,nutrient_def,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots on the leaves,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching,1,nutrient_def,blip_caption
a plant leaf with yellowing chlorosis showing it ' s green color,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green leaves,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green leaves,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing on the surface of the ground,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing the presence of pollen on the leaves,3,disease_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness,1,nutrient_def,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green leaves,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and wilt on it,0,water_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the size of the leaves,2,pest_risk,blip_caption
a plant leaf with yellowing chlorosis showing the growth of it ' s leaves,1,nutrient_def,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness,1,nutrient_def,blip_caption
a crop plant with heat damage wilted tips and green leaves,4,heat_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and green pigment,1,nutrient_def,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
a diseased plant leaf with fungal spots showing signs of blemching,3,disease_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves on a pink surface,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing yellow and green,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing rust on the leaves,4,heat_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing signs of blemching,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the size of the leaf,2,pest_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the brown spots on the leaves,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and bloating,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing rust on the leaves,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing the structure of it ' s leaves,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and yellow spots,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the size of the leaf,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing brown spots on the leaves,3,disease_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching,1,nutrient_def,blip_caption
an infected crop leaf with blight and lesions and brown spots on it,3,disease_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing black spots on the leaves,4,heat_stress,blip_caption
a diseased plant leaf with fungal spots showing the damage of it ' s leaves,3,disease_risk,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and a black background,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and green veins,1,nutrient_def,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing the damage of it ' s leaves,3,disease_risk,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing brown and green leaves,3,disease_risk,blip_caption
an infected crop leaf with blight and lesions and brown spots on it,3,disease_risk,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the brown spots on the leaves,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching on it,1,nutrient_def,blip_caption
a plant leaf with yellowing chlorosis showing on it,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on the underside of the leaf,0,water_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
a diseased plant leaf with fungal spots showing yellow and green leaves,3,disease_risk,blip_caption
a plant leaf with yellowing chlorosis showing brown spots,1,nutrient_def,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing signs of mildness,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing signs of blemching,3,disease_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
an infected crop leaf with blight and lesions and a shadow on the ground,3,disease_risk,blip_caption
an infected crop leaf with blight and lesions and brown spots,3,disease_risk,blip_caption
a plant leaf with yellowing chlorosis showing green leaves,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green spots,4,heat_stress,blip_caption
a diseased plant leaf with fungal spots showing signs of blemching,3,disease_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green spots,4,heat_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching,1,nutrient_def,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing the brown spots on it,1,nutrient_def,blip_caption
a pale discoloured leaf with nutrient deficiency and green leaves,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green spots,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and a black background,3,disease_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness,1,nutrient_def,blip_caption
a diseased plant leaf with fungal spots showing signs of wilt,3,disease_risk,blip_caption
a wilting crop plant with drooping leaves showing the shape of a woman ' s torso,0,water_stress,blip_caption
a diseased plant leaf with fungal spots showing brown spots on the leaves,3,disease_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing brown spots on the leaves,4,heat_stress,blip_caption
a diseased plant leaf with fungal spots showing brown spots on the leaves,3,disease_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and green pigment,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing brown spots on the leaves,4,heat_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and green veins,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green leaves,4,heat_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing black spots,4,heat_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and yellow spots,4,heat_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing on the surface,1,nutrient_def,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
an infected crop leaf with blight and lesions and white spots on the leaves,3,disease_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the brown spots on the leaf,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and green veins,1,nutrient_def,blip_caption
a plant leaf with yellowing chlorosis showing the brown spots,1,nutrient_def,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a plant damaged by pests with chewed edges and brown spots on the leaves,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing the damage of it ' s leaves,0,water_stress,blip_caption
a wilting crop plant with drooping leaves showing brown and yellow spots,0,water_stress,blip_caption
a diseased plant leaf with fungal spots showing green and yellow,3,disease_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green spots,4,heat_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness,1,nutrient_def,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots on it,3,disease_risk,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing brown spots on the leaves,4,heat_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a plant leaf with yellowing chlorosis showing the growth of it ' s leaves,1,nutrient_def,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a diseased plant leaf with fungal spots showing green and yellow,3,disease_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves on a gray surface,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness,1,nutrient_def,blip_caption
a wilting crop plant with drooping leaves showing brown and green spots,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a diseased plant leaf with fungal spots showing signs of bloating,3,disease_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots,4,heat_stress,blip_caption
a plant leaf with yellowing chlorosis showing on it,1,nutrient_def,blip_caption
a diseased plant leaf with fungal spots showing brown spots on the leaves,3,disease_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and green color,1,nutrient_def,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing brown spots on it,3,disease_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching,1,nutrient_def,blip_caption
a plant damaged by pests with chewed edges and green leaves on a pink surface,2,pest_risk,blip_caption
a plant leaf with yellowing chlorosis showing brown spots,1,nutrient_def,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green spots,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a drought stressed plant with dry curling leaves and wilt on it,0,water_stress,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching on it,1,nutrient_def,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness,1,nutrient_def,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing on the surface,1,nutrient_def,blip_caption
a pale discoloured leaf with nutrient deficiency and bloating,1,nutrient_def,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a diseased plant leaf with fungal spots showing the damage of it ' s leaves,3,disease_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots,3,disease_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a diseased plant leaf with fungal spots showing signs of blight,3,disease_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots on the leaf,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness on it,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness on it,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing brown spots on the leaves,4,heat_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing mildness,4,heat_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots on the leaves,3,disease_risk,blip_caption
a crop leaf with insect damage and feeding holes showing on the underside of the leaf,2,pest_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots,4,heat_stress,blip_caption
a crop plant with heat damage wilted tips and green leaves,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on the leaves,0,water_stress,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing on it ' s surface,1,nutrient_def,blip_caption
a plant damaged by pests with chewed edges and brown spots on the leaves,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness,1,nutrient_def,blip_caption
an infected crop leaf with blight and lesions and brown spots on it,3,disease_risk,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green leaves,4,heat_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a crop plant with heat damage wilted tips and green leaves,4,heat_stress,blip_caption
an infected crop leaf with blight and lesions and a brown spot on the leaf,3,disease_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green spots,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing brown spots on the leaves,3,disease_risk,blip_caption
a diseased plant leaf with fungal spots showing signs of blemching,3,disease_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots on the leaves,0,water_stress,blip_caption
a plant leaf with yellowing chlorosis showing green leaves,1,nutrient_def,blip_caption
a crop plant with heat damage wilted tips and brown spots,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the size of the leaves,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing brown spots on it,3,disease_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and mildness,1,nutrient_def,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a diseased plant leaf with fungal spots showing signs of infection,3,disease_risk,blip_caption
a crop leaf with insect damage and feeding holes showing the size of the leaf,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a crop leaf with insect damage and feeding holes showing on the surface of the ground,2,pest_risk,blip_caption
a diseased plant leaf with fungal spots showing signs of blemching,3,disease_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and green pigment,1,nutrient_def,blip_caption
a diseased plant leaf with fungal spots showing the growth of the leaves,3,disease_risk,blip_caption
a plant leaf with yellowing chlorosis showing on the surface,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and wilt on it,3,disease_risk,blip_caption
a plant leaf with yellowing chlorosis showing the structure of the leaf,1,nutrient_def,blip_caption
a crop plant with heat damage wilted tips and green leaves,4,heat_stress,blip_caption
a wilting crop plant with drooping leaves showing yellow and brown markings,0,water_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a crop leaf with insect damage and feeding holes showing on the surface,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and green veins,1,nutrient_def,blip_caption
a wilting crop plant with drooping leaves showing the brown spot on the leaf,0,water_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on the leaves,0,water_stress,blip_caption
a wilting crop plant with drooping leaves showing brown spots on the leaves,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching,1,nutrient_def,blip_caption
a plant damaged by pests with chewed edges and brown spots on a leaf,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves on a gray surface,2,pest_risk,blip_caption
a plant leaf with yellowing chlorosis showing on it ' s surface,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
an infected crop leaf with blight and lesions and brown spots,3,disease_risk,blip_caption
a diseased plant leaf with fungal spots showing signs of blemching,3,disease_risk,blip_caption
a wilting crop plant with drooping leaves showing yellow and brown spots,0,water_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing red and green spots,4,heat_stress,blip_caption
a crop plant with heat damage wilted tips and green leaves,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the size of the leaves,2,pest_risk,blip_caption
a plant leaf with yellowing chlorosis showing on it,1,nutrient_def,blip_caption
an infected crop leaf with blight and lesions and brown spots,3,disease_risk,blip_caption
a drought stressed plant with dry curling leaves and brown spots on the underside of the leaf,0,water_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing brown spots on the leaves,4,heat_stress,blip_caption
a diseased plant leaf with fungal spots showing signs of blemching,3,disease_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a crop plant with heat damage wilted tips and brown spots on a leaf,4,heat_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and green veins,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and wilt on it,0,water_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a plant leaf with yellowing chlorosis showing the green leaves,1,nutrient_def,blip_caption
a diseased plant leaf with fungal spots showing the damage of it ' s leaves,3,disease_risk,blip_caption
a plant leaf with yellowing chlorosis showing the growth of it ' s leaves,1,nutrient_def,blip_caption
a plant leaf with yellowing chlorosis showing the brown spots on it,1,nutrient_def,blip_caption
a plant leaf with yellowing chlorosis showing the structure of the leaves,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and rust on it,0,water_stress,blip_caption
a diseased plant leaf with fungal spots showing brown and green leaves,3,disease_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots,4,heat_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing brown spots,0,water_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on the underside of the leaf,0,water_stress,blip_caption
a wilting crop plant with drooping leaves showing yellow and black spots,0,water_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a pale discoloured leaf with nutrient deficiency and blemching,1,nutrient_def,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and moldy leaves,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
a crop plant with heat damage wilted tips and brown spots,4,heat_stress,blip_caption
a crop leaf with insect damage and feeding holes showing the growth of the leaves,2,pest_risk,blip_caption
a plant damaged by pests with chewed edges and green leaves,2,pest_risk,blip_caption
an infected crop leaf with blight and lesions and frost on it,3,disease_risk,blip_caption
a wilting crop plant with drooping leaves showing the brown spot on the leaf,0,water_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on it,0,water_stress,blip_caption
a crop leaf with insect damage and feeding holes showing on the underside of the leaf,2,pest_risk,blip_caption
a wilting crop plant with drooping leaves showing brown and yellow spots,0,water_stress,blip_caption
a pale discoloured leaf with nutrient deficiency and bloating,1,nutrient_def,blip_caption
a heat stressed plant with scorched brown leaf tips showing signs of mildness,4,heat_stress,blip_caption
a drought stressed plant with dry curling leaves and brown spots on the leaves,0,water_stress,blip_caption
a heat stressed plant with scorched brown leaf tips showing black spots,4,heat_stress,blip_caption
a wilting crop plant with drooping leaves showing yellow and brown spots,0,water_stress,blip_caption
