image_file,box_idx,class_id,disease,text
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,5,0,LEAF_BLIGHT,Inspection entry: damage concentrated on the younger flush; discoloured patches of no consistent outline; irregular brown lesions with darker margins on the lamina. Drainage in this part of the field is poor.
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,0,0,LEAF_BLIGHT,Inspection entry: damage concentrated on the younger flush; scorched leaf edges that curl upward when dry. The section borders an older unpruned block.
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,1,0,LEAF_BLIGHT,Inspection entry: several leaves on the shoot showing the same pattern; lesions coalescing into large dry blighted areas; affected leaves drying from the tip backwards. Humidity had been high for several days before the visit.
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,2,0,LEAF_BLIGHT,Field note: shoot tip wilting above the damaged zone; affected leaves drying from the tip backwards. Temperature mild with intermittent rain in the preceding week.
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,3,0,LEAF_BLIGHT,Inspection entry: lesions coalescing into large dry blighted areas; irregular brown lesions with darker margins on the lamina. Leaf collected from second-flush material.
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,4,0,LEAF_BLIGHT,Field note: lesions coalescing into large dry blighted areas; marginal yellowing progressing to a dry brown rim; affected leaves drying from the tip backwards. The section borders an older unpruned block.
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,0,0,LEAF_BLIGHT,Field note: scorched leaf edges that curl upward when dry; several leaves on the shoot showing the same pattern; concentric zonation visible within the older lesions. The block was pruned in the previous season.
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,1,0,LEAF_BLIGHT,Field entry: scorched leaf edges that curl upward when dry; necrotic tissue with a narrow chlorotic halo; concentric zonation visible within the older lesions. Sampled from the middle canopy of a mature bush.
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,2,0,LEAF_BLIGHT,Scout record: damage concentrated on the younger flush; marginal yellowing progressing to a dry brown rim. Noted while assessing the plucking table.
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,3,0,LEAF_BLIGHT,Plucking-round note: marginal yellowing progressing to a dry brown rim; necrotic tissue with a narrow chlorotic halo. Recorded during the routine block walk.
367_jpg.rf.7433d03d70d383cb91830e4b2bf60911.jpg,0,0,LEAF_BLIGHT,Field note: scorched leaf edges that curl upward when dry; affected leaves drying from the tip backwards; greyish-brown patches spreading inward from the leaf margin. Observed on the shaded side of the row.
367_jpg.rf.7433d03d70d383cb91830e4b2bf60911.jpg,1,0,LEAF_BLIGHT,Plucking-round note: shoot tip wilting above the damaged zone; irregular brown lesions with darker margins on the lamina. Temperature mild with intermittent rain in the preceding week.
369_jpg.rf.5dd2edbd0057e2eb32a306c00f8361b5.jpg,0,0,LEAF_BLIGHT,Field note: scattered spots of varying size across the lamina; several leaves on the shoot showing the same pattern. Temperature mild with intermittent rain in the preceding week.
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,0,0,LEAF_BLIGHT,Field entry: affected leaves drying from the tip backwards; discoloured patches of no consistent outline. Humidity had been high for several days before the visit.
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,1,0,LEAF_BLIGHT,Field entry: lesions coalescing into large dry blighted areas; damage concentrated on the younger flush; scattered spots of varying size across the lamina. Noted while assessing the plucking table.
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,2,0,LEAF_BLIGHT,Scout record: concentric zonation visible within the older lesions; marginal yellowing progressing to a dry brown rim. The section borders an older unpruned block.
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,3,0,LEAF_BLIGHT,Inspection entry: damage concentrated on the younger flush; discoloured patches of no consistent outline; irregular brown lesions with darker margins on the lamina. The block was pruned in the previous season.
380_jpg.rf.ae140e24e98145b54b16cb1e1298a35a.jpg,0,0,LEAF_BLIGHT,Plucking-round note: lesions coalescing into large dry blighted areas; marginal yellowing progressing to a dry brown rim; shoot tip wilting above the damaged zone. Recorded during the routine block walk.
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,0,0,LEAF_BLIGHT,Inspection entry: greyish-brown patches spreading inward from the leaf margin; scorched leaf edges that curl upward when dry. Drainage in this part of the field is poor.
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,1,0,LEAF_BLIGHT,Block observation: damage concentrated on the younger flush; older leaves more affected than the new growth; several leaves on the shoot showing the same pattern. The block was pruned in the previous season.
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,2,0,LEAF_BLIGHT,Plucking-round note: concentric zonation visible within the older lesions; shoot tip wilting above the damaged zone; several leaves on the shoot showing the same pattern. Drainage in this part of the field is poor.
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,3,3,LOOPER_CATERPILLARS,Block observation: dark frass pellets caught in the leaf axils; discoloured patches of no consistent outline; older leaves more affected than the new growth. Observed on the shaded side of the row.
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,4,0,LEAF_BLIGHT,Scout record: scorched leaf edges that curl upward when dry; discoloured patches of no consistent outline; concentric zonation visible within the older lesions. The block was pruned in the previous season.
387_jpg.rf.7491bbbc65af744c81982a986a793297.jpg,0,0,LEAF_BLIGHT,Field note: older leaves more affected than the new growth; shoot tip wilting above the damaged zone; scattered spots of varying size across the lamina. The block was pruned in the previous season.
387_jpg.rf.7491bbbc65af744c81982a986a793297.jpg,1,0,LEAF_BLIGHT,Field entry: marginal yellowing progressing to a dry brown rim; lesions coalescing into large dry blighted areas. Drainage in this part of the field is poor.
387_jpg.rf.7491bbbc65af744c81982a986a793297.jpg,2,2,LEAF_RUST,Field entry: orange to rust-red velvety growth on the affected patches; scattered spots of varying size across the lamina. Humidity had been high for several days before the visit.
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,0,0,LEAF_BLIGHT,Inspection entry: greyish-brown patches spreading inward from the leaf margin; shoot tip wilting above the damaged zone; irregular brown lesions with darker margins on the lamina. The section borders an older unpruned block.
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,1,2,LEAF_RUST,Inspection entry: greyish-brown patches spreading inward from the leaf margin; damage concentrated on the younger flush; orange to rust-red velvety growth on the affected patches. Sampled from the middle canopy of a mature bush.
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,2,0,LEAF_BLIGHT,Field note: necrotic tissue with a narrow chlorotic halo; older leaves more affected than the new growth. The block was pruned in the previous season.
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,3,0,LEAF_BLIGHT,Inspection entry: older leaves more affected than the new growth; shoot tip wilting above the damaged zone; lesions coalescing into large dry blighted areas. The section borders an older unpruned block.
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,4,0,LEAF_BLIGHT,Scout record: shoot tip wilting above the damaged zone; older leaves more affected than the new growth; lesions coalescing into large dry blighted areas. The block was pruned in the previous season.
39_jpg.rf.2aa68b194530e4391a84e4ad0147e0a2.jpg,0,1,LEAF_HOPPERS,Plucking-round note: scorched leaf edges that curl upward when dry; small wedge-shaped insects disturbed from the underside on handling. Sampled from the middle canopy of a mature bush.
39_jpg.rf.2aa68b194530e4391a84e4ad0147e0a2.jpg,1,1,LEAF_HOPPERS,Field note: stunted flush with shortened internodes; shoot tip wilting above the damaged zone; older leaves more affected than the new growth. The block was pruned in the previous season.
400_jpg.rf.6b9e448934ba1a91a3a1bce36469e8b1.jpg,0,2,LEAF_RUST,Block observation: damage concentrated on the younger flush; raised circular spots slightly rough to the touch; greyish-brown patches spreading inward from the leaf margin. Noted while assessing the plucking table.
402_jpg.rf.d51237d925cd37819180c5e13e3a6e48.jpg,0,4,MOSQUITO_BUG,Field entry: greyish-brown patches spreading inward from the leaf margin; affected leaves drying from the tip backwards. Humidity had been high for several days before the visit.
402_jpg.rf.d51237d925cd37819180c5e13e3a6e48.jpg,1,4,MOSQUITO_BUG,Block observation: irregular brown lesions with darker margins on the lamina; greyish-brown patches spreading inward from the leaf margin. Noted while assessing the plucking table.
403_jpg.rf.004fb8c6273b7f12a402a72c736c6b36.jpg,0,3,LOOPER_CATERPILLARS,Field entry: damage concentrated on the younger flush; greyish-brown patches spreading inward from the leaf margin; older leaves more affected than the new growth. Temperature mild with intermittent rain in the preceding week.
405_jpg.rf.c96985c1be19d0b3e8d8cde7b264b9eb.jpg,0,3,LOOPER_CATERPILLARS,Field entry: shoot tip wilting above the damaged zone; greyish-brown patches spreading inward from the leaf margin; damage concentrated on the younger flush. Leaf collected from second-flush material.
409_jpg.rf.c79571e6fe5518fa6aa92563871dd6c9.jpg,0,2,LEAF_RUST,Field entry: scorched leaf edges that curl upward when dry; greyish-brown patches spreading inward from the leaf margin. Observed on the shaded side of the row.
412_jpg.rf.eb0bfa4d285bdea5391c66203177de00.jpg,0,3,LOOPER_CATERPILLARS,Block observation: damage concentrated on the younger flush; scattered spots of varying size across the lamina. Humidity had been high for several days before the visit.
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,0,2,LEAF_RUST,Inspection entry: several leaves on the shoot showing the same pattern; greyish-brown patches spreading inward from the leaf margin; damage concentrated on the younger flush. Leaf collected from second-flush material.
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,1,2,LEAF_RUST,Field entry: orange to rust-red velvety growth on the affected patches; discoloured patches of no consistent outline. The section borders an older unpruned block.
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,2,0,LEAF_BLIGHT,Block observation: damage concentrated on the younger flush; irregular brown lesions with darker margins on the lamina; lesions coalescing into large dry blighted areas. Leaf collected from second-flush material.
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,3,3,LOOPER_CATERPILLARS,Inspection entry: irregular holes through the lamina between the veins; irregular brown lesions with darker margins on the lamina; several leaves on the shoot showing the same pattern. Recorded during the routine block walk.
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,0,0,LEAF_BLIGHT,Scout record: several leaves on the shoot showing the same pattern; lesions coalescing into large dry blighted areas; damage concentrated on the younger flush. Observed on the shaded side of the row.
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,1,3,LOOPER_CATERPILLARS,Field entry: older leaves more affected than the new growth; greyish-brown patches spreading inward from the leaf margin; damage concentrated on the younger flush. Humidity had been high for several days before the visit.
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,2,0,LEAF_BLIGHT,Inspection entry: affected leaves drying from the tip backwards; greyish-brown patches spreading inward from the leaf margin; concentric zonation visible within the older lesions. Sampled from the middle canopy of a mature bush.
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,3,0,LEAF_BLIGHT,Inspection entry: damage concentrated on the younger flush; marginal yellowing progressing to a dry brown rim. The section borders an older unpruned block.
424_jpg.rf.a5d5314d7ac92df66cb03342d47f2cb6.jpg,0,3,LOOPER_CATERPILLARS,Inspection entry: scattered spots of varying size across the lamina; damage concentrated on the younger flush. The block was pruned in the previous season.
448_jpg.rf.61136c46f75c49655ffac20a7891ec97.jpg,0,3,LOOPER_CATERPILLARS,Block observation: greyish-brown patches spreading inward from the leaf margin; marginal yellowing progressing to a dry brown rim. Drainage in this part of the field is poor.
448_jpg.rf.61136c46f75c49655ffac20a7891ec97.jpg,1,0,LEAF_BLIGHT,Scout record: concentric zonation visible within the older lesions; older leaves more affected than the new growth; marginal yellowing progressing to a dry brown rim. The section borders an older unpruned block.
